gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	Enterocytes	WNT2B+ Fos-hi	CD4+ Memory	Plasma	Macrophages
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0ADA587B4	0.0	0.021	0.0	0.0	0.002
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0B1AB068C	0.0	0.0	0.0	0.001	0.0
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0391D4602	0.0	0.0	0.0	0.001	0.0
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS05D1A6BEF	0.0	0.0	0.0	0.001	0.0
CD44	P16070	False	CD44_HUMAN		CPI-SS06F83AE58	0.533	0.726	0.261	0.865	0.378
CEACAM1	P13688	False	CEAM1_HUMAN		CPI-SS0BDC04683	16.697	0.011	0.012	0.017	0.002
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	0.0	0.032	0.0	0.002	0.154
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.009	0.042	0.001	0.0	0.105
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0855C0353	0.0	0.032	0.0	0.002	0.154
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0D22A09AD	0.009	0.042	0.001	0.0	0.105
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0E61DB5DF	0.007	0.011	0.001	0.001	0.0
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	0.0	0.032	0.0	0.002	0.154
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	0.007	0.011	0.001	0.001	0.0
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.002	0.0	0.0	0.043	0.023
NRP1	O14786	False	NRP1_HUMAN		CPI-SS08083B141	0.0	0.032	0.0	0.002	0.154
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0F15C1AB3	0.009	0.042	0.001	0.0	0.105
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	0.009	0.042	0.001	0.0	0.105
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0BDD10277	3.155	0.326	0.152	0.274	0.196
HLA-B	HLAB	False	HLAB		CPI-SS0987A89AE	57.334	11.789	5.36	20.562	11.909
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	3.155	0.326	0.152	0.274	0.196
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.022	0.011	0.002	0.079	0.14
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.961	0.053	0.012	0.046	0.086
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	3.155	0.326	0.152	0.274	0.196
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	0.961	0.053	0.012	0.046	0.086
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	0.015	0.021	0.027	0.322	4.531
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	0.004	0.0	0.008	1.046	7.527
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.039	0.053	0.356	0.139	0.054
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	0.015	0.021	0.027	0.322	4.531
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.0	0.389	0.006	0.005	0.005
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	0.015	0.021	0.027	0.322	4.531
CCL4	P13236	False	CCL4_HUMAN		CPI-SS008F83E02	0.015	0.021	0.027	0.322	4.531
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	0.0	0.053	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	0.004	0.0	0.008	1.046	7.527
GCG	P01275	False	GLUC_HUMAN		CPI-SS01A29DD97	0.011	0.0	0.0	0.001	0.002
IAPP	P10997	False	IAPP_HUMAN		CPI-SS0FC2B68F1	0.0	0.0	0.0	0.0	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.0	0.053	0.0	0.0	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.0	0.105	0.001	0.152	0.373
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	0.0	0.053	0.0	0.0	0.0
NTF3	P20783	False	NTF3_HUMAN		CPI-SS093E05DD4	0.0	0.189	0.0	0.001	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	3.354	1.705	0.023	0.478	3.378
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.659	0.105	0.022	0.092	0.058
CD200	P41217	False	OX2G_HUMAN		CPI-SS0A9E884E0	0.0	0.011	0.044	0.014	0.0
KLRB1	Q12918	False	KLRB1_HUMAN		CPI-SS0E292C126	0.007	0.011	0.401	0.005	0.002
FAM3C	Q92520	False	FAM3C_HUMAN		CPI-SS02A0FF87F	0.579	0.484	0.034	0.806	0.133
TNF	P01375	False	TNFA_HUMAN		CPI-SS0F8EFEECF	0.009	0.0	0.005	0.003	0.17
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BD9F32BA	0.873	0.084	0.021	0.024	0.415
TNF	P01375	False	TNFA_HUMAN		CPI-SS02EBC1BB0	0.009	0.0	0.005	0.003	0.17
DLL1	O00548	False	DLL1_HUMAN		CPI-SS04A5D6B6F	0.002	0.158	0.003	0.003	0.002
TNF	P01375	False	TNFA_HUMAN		CPI-SS0B81F1BF5	0.009	0.0	0.005	0.003	0.17
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0AB21032D	1.469	0.168	0.0	0.018	0.063
TNF	P01375	False	TNFA_HUMAN		CPI-SS09C917D22	0.009	0.0	0.005	0.003	0.17
TNF	P01375	False	TNFA_HUMAN		CPI-SS03B8E2D7A	0.009	0.0	0.005	0.003	0.17
ICOSLG	O75144	False	ICOSL_HUMAN		CPI-SS0E4B1484B	0.055	0.084	0.002	0.034	0.035
TNF	P01375	False	TNFA_HUMAN		CPI-SS04B4619D0	0.009	0.0	0.005	0.003	0.17
LTA	P01374	False	TNFB_HUMAN		CPI-SS084BE3E4B	0.004	0.0	0.026	0.007	0.002
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0F9B3B259	0.002	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS08B7D54A3	0.009	0.0	0.005	0.003	0.17
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0A83A7E30	0.002	0.0	0.0	0.0	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS0E7D5974D	0.009	0.0	0.005	0.003	0.17
LTA	P01374	False	TNFB_HUMAN		CPI-SS07D9A48A2	0.004	0.0	0.026	0.007	0.002
TNF	P01375	False	TNFA_HUMAN		CPI-SS048A2311A	0.009	0.0	0.005	0.003	0.17
LTA	P01374	False	TNFB_HUMAN		CPI-SS0D5C54214	0.004	0.0	0.026	0.007	0.002
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS0DEDA3567	4.882	0.779	0.043	0.061	0.103
TNF	P01375	False	TNFA_HUMAN		CPI-SS0FBC9234C	0.009	0.0	0.005	0.003	0.17
PTN	P21246	False	PTN_HUMAN		CPI-SS00F4DDF4B	0.0	2.063	0.0	0.003	0.0
TNF	P01375	False	TNFA_HUMAN		CPI-SS034B442CE	0.009	0.0	0.005	0.003	0.17
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS003610FF9	0.076	0.0	0.054	0.077	0.002
CCRL2	O00421	False	CCRL2_HUMAN		CPI-SS056BE1011	0.238	0.0	0.001	0.02	0.112
CCR7	P32248	False	CCR7_HUMAN		CPI-SS098EFF959	0.002	0.0	0.453	0.016	0.016
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS0F8C664D9	0.076	0.0	0.054	0.077	0.002
CCR6	P51684	False	CCR6_HUMAN		CPI-SS07F015051	0.0	0.0	0.001	0.0	0.0
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0FAF4BB9E	0.341	0.032	0.008	0.001	0.002
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS08E13FAF2	0.013	0.0	0.0	0.0	0.0
CCR2	P41597	False	CCR2_HUMAN		CPI-SS0DD547726	0.0	0.0	0.002	0.022	0.002
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0DBA4D668	0.341	0.032	0.008	0.001	0.002
ACKR3	P25106	False	ACKR3_HUMAN		CPI-SS07155793F	0.004	0.221	0.0	0.0	0.0
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0DCA69916	0.004	0.0	0.0	0.317	0.0
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS0AA47D179	0.004	0.0	0.0	0.317	0.0
CD27	P26842	False	CD27_HUMAN		CPI-SS0D4BF6CA3	0.004	0.021	0.619	2.194	0.009
CD40	P25942	False	TNR5_HUMAN		CPI-SS083296041	0.09	0.147	0.005	0.159	0.324
CD40	P25942	False	TNR5_HUMAN		CPI-SS05834E385	0.09	0.147	0.005	0.159	0.324
NGFR	P08138	False	TNR16_HUMAN		CPI-SS09F430F14	0.0	0.021	0.0	0.0	0.002
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS027CDEA08	0.052	0.074	0.005	0.017	0.028
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS012B7C21D	0.033	0.032	0.02	0.009	0.042
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS00D153A8A	0.002	0.0	0.0	0.007	0.019
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS003C9A532	0.052	0.074	0.005	0.017	0.028
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0607D1101	0.033	0.032	0.02	0.009	0.042
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS09D379E5B	0.002	0.0	0.0	0.007	0.019
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS02770D68F	0.052	0.074	0.005	0.017	0.028
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS08C3D27F7	0.033	0.032	0.02	0.009	0.042
NOTCH4	Q99466	False	NOTC4_HUMAN		CPI-SS05FEE05CB	0.002	0.0	0.0	0.007	0.019
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0C4D54E39	0.004	0.021	0.0	0.001	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B42AD9EF	0.033	0.032	0.02	0.009	0.042
FZD6	O60353	False	FZD6_HUMAN		CPI-SS0FA326344	0.046	0.0	0.0	0.013	0.0
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0B87FE6E0	0.033	0.032	0.02	0.009	0.042
CD46	P15529	False	MCP_HUMAN		CPI-SS01A07768A	0.666	0.253	0.05	0.149	0.079
NOTCH1	P46531	False	NOTC1_HUMAN		CPI-SS0E5AF12B6	0.033	0.032	0.02	0.009	0.042
CCL24	O00175	False	CCL24_HUMAN		CPI-SS0B7BC0E4D	0.0	0.0	0.0	0.002	0.012
CCL16	O15467	False	CCL16_HUMAN		CPI-SS093922D5A	0.002	0.0	0.0	0.0	0.0
CCL2	P13500	False	CCL2_HUMAN		CPI-SS0CF0E4DE9	0.0	14.368	0.005	0.036	0.133
CCL16	O15467	False	CCL16_HUMAN		CPI-SS0348B76E5	0.002	0.0	0.0	0.0	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS08DA48A5A	0.004	0.0	0.008	1.046	7.527
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0A021DB6E	0.039	0.053	0.356	0.139	0.054
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.0	0.0	0.003	0.004	0.191
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS0817CE2B3	0.0	0.0	0.003	0.004	0.191
CCL2	P13500	False	CCL2_HUMAN		CPI-SS08B249DBA	0.0	14.368	0.005	0.036	0.133
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0F3BF2B34	0.039	0.053	0.356	0.139	0.054
CCL11	P51671	False	CCL11_HUMAN		CPI-SS0CB2E8B21	0.0	14.526	0.0	0.012	0.014
CCL21	O00585	False	CCL21_HUMAN		CPI-SS0ECD9BB5E	0.0	0.0	0.0	0.002	0.0
CCL25	O15444	False	CCL25_HUMAN		CPI-SS0CCD89E02	0.0	0.0	0.001	0.027	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS083B5EBAB	0.0	0.0	0.308	0.003	0.0
CCL19	Q99731	False	CCL19_HUMAN		CPI-SS00AEC3818	0.0	0.011	0.0	0.001	0.019
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0EA05941A	0.039	0.053	0.356	0.139	0.054
CCL22	O00626	False	CCL22_HUMAN		CPI-SS052B38F1C	0.0	0.0	0.002	0.009	0.009
CCL3L1	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.0	0.0	0.003	0.004	0.191
CCL3L3	P16619	False	CL3L1_HUMAN		CPI-SS04641FE5F	0.0	0.0	0.003	0.004	0.191
GCG	P01275	False	GLUC_HUMAN		CPI-SS006FB5198	0.011	0.0	0.0	0.001	0.002
CCL22	O00626	False	CCL22_HUMAN		CPI-SS0AEC33FF1	0.0	0.0	0.002	0.009	0.009
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0CC738ABC	0.635	0.0	0.001	0.002	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS0FDAB7BA8	0.755	0.116	0.001	0.099	0.345
PYY	P10082	False	PYY_HUMAN		CPI-SS0FAE7ABEF	0.009	0.0	0.0	0.01	0.002
CXCL2	P19875	False	CXCL2_HUMAN		CPI-SS0CDAC688B	2.88	0.232	0.002	0.032	2.082
PF4	P02776	False	PLF4_HUMAN		CPI-SS01A6823FA	0.314	0.0	0.001	0.001	0.0
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS09FAC4977	0.635	0.0	0.001	0.002	0.0
CXCL10	P02778	False	CXL10_HUMAN		CPI-SS080683E15	0.755	0.116	0.001	0.099	0.345
CXCL12	P48061	False	SDF1_HUMAN		CPI-SS0EFE0B07A	0.0	1.495	0.0	0.003	0.091
CCL21	O00585	False	CCL21_HUMAN		CPI-SS06C0074BD	0.0	0.0	0.0	0.002	0.0
CCL25	O15444	False	CCL25_HUMAN		CPI-SS039863E62	0.0	0.0	0.001	0.027	0.0
CXCL13	O43927	False	CXL13_HUMAN		CPI-SS0C2437E0D	0.0	0.0	0.308	0.003	0.0
CXCL11	O14625	False	CXL11_HUMAN		CPI-SS0747FCACD	0.635	0.0	0.001	0.002	0.0
SCT	P09683	False	SECR_HUMAN		CPI-SS0EC70F078	0.011	0.347	0.0	0.002	0.0
PYY	P10082	False	PYY_HUMAN		CPI-SS0A82945AA	0.009	0.0	0.0	0.01	0.002
PYY	P10082	False	PYY_HUMAN		CPI-SS0A9F17199	0.009	0.0	0.0	0.01	0.002
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0BC7CD11B	0.873	0.084	0.021	0.024	0.415
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0419B80C4	0.873	0.084	0.021	0.024	0.415
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS02928C71A	0.009	0.0	0.001	0.001	0.021
MDK	P21741	False	MK_HUMAN		CPI-SS006C6537E	11.227	1.6	0.008	0.187	0.021
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS014958F32	0.873	0.084	0.021	0.024	0.415
SIRPA	P78324	False	SHPS1_HUMAN		CPI-SS0339AE950	0.035	0.021	0.0	0.006	0.145
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0A9FB762A	0.873	0.084	0.021	0.024	0.415
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0472C478C	0.02	0.063	0.001	0.001	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0CB863B46	0.004	0.011	0.0	0.004	0.002
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS002DF6C31	0.873	0.084	0.021	0.024	0.415
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS08877A081	0.873	0.084	0.021	0.024	0.415
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS0E23CEB91	0.873	0.084	0.021	0.024	0.415
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS09C52F54E	0.873	0.084	0.021	0.024	0.415
MDK	P21741	False	MK_HUMAN		CPI-SS083CBFACD	11.227	1.6	0.008	0.187	0.021
LGALS9	O00182	False	LEG9_HUMAN		CPI-SS048346C2B	0.873	0.084	0.021	0.024	0.415
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS05A26A1DE	0.009	0.0	0.001	0.001	0.021
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SS0FEEB187C	0.009	0.0	0.001	0.001	0.021
PDGFA	P04085	False	PDGFA_HUMAN		CPI-SS0B70EB09E	0.336	0.0	0.0	0.002	0.002
PDGFB	P01127	False	PDGFB_HUMAN		CPI-SC033E22B14	0.009	0.0	0.001	0.001	0.021
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0D782F60B	0.009	0.053	0.0	0.002	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0B2D5BA95	0.004	0.011	0.0	0.004	0.002
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0CA020C34	0.009	0.053	0.0	0.002	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0D81C6C1D	0.0	0.0	0.001	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS01C2BA5C8	0.004	0.011	0.0	0.004	0.002
BMP7	P18075	False	BMP7_HUMAN		CPI-SS0097929A7	0.02	0.063	0.001	0.001	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E32BEF02	0.004	0.011	0.0	0.004	0.002
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0D4F593F1	0.004	0.011	0.0	0.004	0.002
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS01DCC7684	0.91	0.0	0.001	0.001	0.002
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS03E450F99	1.841	0.011	0.001	0.014	0.007
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS0D5DBB634	0.118	0.011	0.002	0.009	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0F81DBF22	0.135	0.032	0.007	0.029	0.012
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS028688B7B	0.009	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0C56C483F	0.004	0.011	0.0	0.004	0.002
GDF11	O95390	False	GDF11_HUMAN		CPI-SS0331C5A49	0.0	0.011	0.001	0.002	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS0E7CBFD03	0.004	0.011	0.0	0.004	0.002
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS002673EFE	0.004	0.011	0.0	0.004	0.002
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS073F3FAD5	0.004	0.011	0.0	0.004	0.002
TNFRSF10A	O00220	False	TR10A_HUMAN		CPI-SS0179FBFD3	0.079	0.0	0.01	0.007	0.012
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS0AD0ED887	0.052	0.011	0.001	0.006	0.012
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0898D7F7F	0.166	0.042	0.009	0.006	0.026
TNFRSF10C	O14798	False	TR10C_HUMAN		CPI-SS01ECFDA18	0.004	0.0	0.0	0.0	0.0
TFF1	P04155	False	TFF1_HUMAN		CPI-SS01F908B16	18.823	0.0	0.015	0.093	0.023
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS039799099	0.0	0.147	0.016	0.001	0.014
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07833475A	0.0	0.147	0.016	0.001	0.014
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS038E93B77	0.0	0.147	0.016	0.001	0.014
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0907A7598	0.066	0.074	0.001	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0649EA05F	0.011	0.305	0.0	0.002	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS07A9A501C	0.116	0.021	0.0	0.001	0.0
FGFR1	P11362	False	FGFR1_HUMAN		CPI-SS07A0F4D73	0.0	0.147	0.016	0.001	0.014
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS01D785DBA	0.066	0.074	0.001	0.0	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0883B7EE4	0.116	0.021	0.0	0.001	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS06A0B20BD	0.066	0.074	0.001	0.0	0.0
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0E63AB61E	0.91	0.0	0.001	0.001	0.002
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0EBFE1854	1.841	0.011	0.001	0.014	0.007
EFNA3	P52797	False	EFNA3_HUMAN		CPI-SS05B4EB419	0.118	0.011	0.002	0.009	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS0659DBE72	0.135	0.032	0.007	0.029	0.012
EFNA5	P52803	False	EFNA5_HUMAN		CPI-SS0FC01B947	0.009	0.0	0.0	0.0	0.0
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS087E0E3FB	0.62	0.0	0.001	0.003	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0816A4ED4	0.011	0.305	0.0	0.002	0.0
FGFR3	P22607	False	FGFR3_HUMAN		CPI-SS0D1AE5C79	0.116	0.021	0.0	0.001	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS00D9A0644	0.066	0.074	0.001	0.0	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS0CC898553	0.066	0.074	0.001	0.0	0.0
FGFR4	P22455	False	FGFR4_HUMAN		CPI-SS0658257AC	0.011	0.305	0.0	0.002	0.0
FGFR2	P21802	False	FGFR2_HUMAN		CPI-SS098F416C1	0.066	0.074	0.001	0.0	0.0
WNT4	P56705	False	WNT4_HUMAN		CPI-SS0A69F13A3	0.009	0.053	0.0	0.002	0.0
BMP2	P12643	False	BMP2_HUMAN		CPI-SS016B7C7D6	0.723	0.032	0.0	0.001	0.0
WNT7B	P56706	False	WNT7B_HUMAN		CPI-SS0B8083B44	0.0	0.0	0.001	0.0	0.0
WNT2B	Q93097	False	WNT2B_HUMAN		CPI-SS01469637C	0.057	0.295	0.001	0.001	0.009
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0423580E5	0.002	0.158	0.003	0.003	0.002
JAG1	P78504	False	JAG1_HUMAN		CPI-SS060B82BBC	0.655	0.021	0.0	0.004	0.007
DLL1	O00548	False	DLL1_HUMAN		CPI-SS0FB5FE587	0.002	0.158	0.003	0.003	0.002
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0837E9F59	0.655	0.021	0.0	0.004	0.007
DLL1	O00548	False	DLL1_HUMAN		CPI-SS047232C64	0.002	0.158	0.003	0.003	0.002
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B99F22A2	0.655	0.021	0.0	0.004	0.007
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS0F21DBF93	0.0	0.0	0.086	0.0	0.0
DLL4	Q9NR61	False	DLL4_HUMAN		CPI-SS0938C6980	0.087	0.032	0.0	0.014	0.0
DLL3	Q9NYJ7	False	DLL3_HUMAN		CPI-SS035E5A708	0.0	0.0	0.0	0.002	0.0
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0BFB29A42	1.469	0.168	0.0	0.018	0.063
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS08FAC0A55	1.469	0.168	0.0	0.018	0.063
PLXNB1	O43157	False	PLXB1_HUMAN		CPI-SS0CCCF7C69	0.177	0.042	0.0	0.004	0.002
CD72	P21854	False	CD72_HUMAN		CPI-SS06AA638A8	0.017	0.0	0.006	0.023	0.126
PLXNB2	O15031	False	PLXB2_HUMAN		CPI-SS0C0A61F92	1.469	0.168	0.0	0.018	0.063
VEGFA	P15692	False	VEGFA_HUMAN		CPI-SS0C03F7CDC	1.465	0.011	0.0	0.019	0.023
LTA	P01374	False	TNFB_HUMAN		CPI-SS03156A825	0.004	0.0	0.026	0.007	0.002
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS0859C173B	0.0	0.011	0.013	0.0	0.0
LTA	P01374	False	TNFB_HUMAN		CPI-SS0110361CB	0.004	0.0	0.026	0.007	0.002
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0C28FEC7D	0.002	0.0	0.0	0.0	0.0
TNFSF14	O43557	False	TNF14_HUMAN		CPI-SS019C98396	0.0	0.011	0.013	0.0	0.0
CD160	O95971	False	BY55_HUMAN		CPI-SS0879B8E95	0.0	0.0	0.005	0.002	0.002
MIF	P14174	False	MIF_HUMAN		CPI-SS02ACCF1F7	2.467	0.832	0.243	1.259	0.436
BTLA	Q7Z6A9	False	BTLA_HUMAN		CPI-SS08330207B	0.0	0.0	0.037	0.047	0.0
TNFSF13	O75888	False	TNF13_HUMAN		CPI-SS0B89DD8C1	0.002	0.0	0.0	0.0	0.0
CD70	P32970	False	CD70_HUMAN		CPI-SS0C412B7DE	0.004	0.0	0.012	0.029	0.0
TNFSF10	P50591	False	TNF10_HUMAN		CPI-SS095E52E66	4.882	0.779	0.043	0.061	0.103
MIF	P14174	False	MIF_HUMAN		CPI-SS059EEFDC6	2.467	0.832	0.243	1.259	0.436
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0B34CBA4B	0.91	0.0	0.001	0.001	0.002
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS0FF49C823	1.841	0.011	0.001	0.014	0.007
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS08A54963F	0.91	0.0	0.001	0.001	0.002
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS046F6F0C1	1.841	0.011	0.001	0.014	0.007
EFNA2	O43921	False	EFNA2_HUMAN		CPI-SS0C875BA24	0.91	0.0	0.001	0.001	0.002
EFNA1	P20827	False	EFNA1_HUMAN		CPI-SS09CA492BA	1.841	0.011	0.001	0.014	0.007
GDF11	O95390	False	GDF11_HUMAN		CPI-SC001669E22	0.0	0.011	0.001	0.002	0.0
GDF11	O95390	False	GDF11_HUMAN		CPI-SC017215F7F	0.0	0.011	0.001	0.002	0.0
TNFRSF11B	O00300	False	TR11B_HUMAN		CPI-SS073811AB3	0.052	0.011	0.001	0.006	0.012
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC098C06330	0.004	0.284	0.039	0.168	0.235
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC0D5CFA431	0.002	0.021	0.002	0.001	0.0
TGFB1	P01137	False	TGFB1_HUMAN		CPI-SC0984894BC	0.004	0.284	0.039	0.168	0.235
TGFB3	P10600	False	TGFB3_HUMAN		CPI-SC0077CEB82	0.002	0.021	0.002	0.001	0.0
CORT	O00230	False	CORT_HUMAN		CPI-SS06CE0CF64	0.002	0.0	0.0	0.0	0.0
POMC	P01189	False	COLI_HUMAN		CPI-SS00BD8FF72	0.017	0.011	0.014	0.072	0.033
LEFTY2	O00292	False	LFTY2_HUMAN		CPI-SS033A27302	0.0	0.0	0.0	0.002	0.0
LEFTY1	O75610	False	LFTY1_HUMAN		CPI-SS0E9F84F1F	0.146	0.011	0.003	0.021	0.007
CXCR6	O00574	False	CXCR6_HUMAN		CPI-SS00F282936	0.002	0.0	0.035	0.008	0.002
ACKR2	O00590	False	ACKR2_HUMAN		CPI-SS04318D03E	0.013	0.0	0.0	0.0	0.0
