id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	CD4+ Memory|CD4+ Memory	CD4+ Memory|Enterocytes	CD4+ Memory|Macrophages	CD4+ Memory|Plasma	CD4+ Memory|WNT2B+ Fos-hi	Enterocytes|CD4+ Memory	Enterocytes|Enterocytes	Enterocytes|Macrophages	Enterocytes|Plasma	Enterocytes|WNT2B+ Fos-hi	Macrophages|CD4+ Memory	Macrophages|Enterocytes	Macrophages|Macrophages	Macrophages|Plasma	Macrophages|WNT2B+ Fos-hi	Plasma|CD4+ Memory	Plasma|Enterocytes	Plasma|Macrophages	Plasma|Plasma	Plasma|WNT2B+ Fos-hi	WNT2B+ Fos-hi|CD4+ Memory	WNT2B+ Fos-hi|Enterocytes	WNT2B+ Fos-hi|Macrophages	WNT2B+ Fos-hi|Plasma	WNT2B+ Fos-hi|WNT2B+ Fos-hi
CPI-SS0F8C664D9	CXCR3_CCL20	simple:P49682	simple:P78556	CXCR3	CCL20	True	True	False	guidetopharmacology.org	False	0.034	17.501	0.065	0.039	0.0	0.046	17.512	0.077	0.05	0.0	0.009	17.475	0.04	0.013	0.0	0.046	17.512	0.077	0.05	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07F015051	CCR6_CCL20	simple:P51684	simple:P78556	CCR6	CCL20	True	True	False	curated	False	0.008	17.474	0.039	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	17.474	0.039	0.012	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FAF4BB9E	DPP4_CCL11	simple:P27487	simple:P51671	DPP4	CCL11	True	True	False	curated	False	0.0	0.0	0.011	0.01	7.267	0.0	0.0	0.177	0.177	7.433	0.0	0.0	0.008	0.007	7.264	0.0	0.0	0.008	0.007	7.264	0.0	0.0	0.023	0.022	7.279
CPI-SS08E13FAF2	ACKR2_CCL11	simple:O00590	simple:P51671	ACKR2	CCL11	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.013	7.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DD547726	CCR2_CCL11	simple:P41597	simple:P51671	CCR2	CCL11	True	True	False	guidetopharmacology.org	False	0.0	0.0	0.008	0.007	7.264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.007	7.264	0.0	0.0	0.018	0.017	7.274	0.0	0.0	0.0	0.0	0.0
CPI-SS0DBA4D668	DPP4_CXCL12	simple:P27487	simple:P48061	DPP4	CXCL12	True	True	False	curated	False	0.0	0.0	0.049	0.006	0.751	0.0	0.0	0.216	0.172	0.918	0.0	0.0	0.047	0.003	0.749	0.0	0.0	0.046	0.002	0.748	0.0	0.0	0.061	0.017	0.763
CPI-SS07155793F	ACKR3_CXCL12	simple:P25106	simple:P48061	ACKR3	CXCL12	True	True	False	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.048	0.004	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.046	0.002	0.748	0.0	0.0	0.156	0.112	0.858
CPI-SS0DCA69916	TNFRSF13B_TNFSF13	simple:O14836	simple:O75888	TNFRSF13B	TNFSF13	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0AA47D179	TNFRSF13B_CD70	simple:O14836	simple:P32970	TNFRSF13B	CD70	True	True	False	InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.008	0.004	0.0	0.017	0.0	0.0	0.0	0.0	0.0	0.0	0.165	0.161	0.0	0.173	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D4BF6CA3	CD27_CD70	simple:P26842	simple:P32970	CD27	CD70	True	True	False	curated	False	0.315	0.312	0.0	0.324	0.0	0.008	0.004	0.0	0.017	0.0	0.011	0.007	0.0	0.019	0.0	1.103	1.099	0.0	1.112	0.0	0.017	0.013	0.0	0.025	0.0
CPI-SS083296041	CD40_CD40LG	simple:P25942	simple:P29965	CD40	CD40LG	True	True	False	curated	False	0.06	0.0	0.0	0.003	0.0	0.103	0.0	0.0	0.045	0.0	0.22	0.0	0.0	0.163	0.0	0.137	0.0	0.0	0.08	0.0	0.132	0.0	0.0	0.074	0.0
CPI-SS05834E385	CD40_INSL3	simple:P25942	simple:P51460	CD40	INSL3	True	True	False	I2D	False	0.003	0.0	0.0	0.003	0.0	0.046	0.0	0.0	0.045	0.0	0.163	0.0	0.0	0.163	0.0	0.08	0.0	0.0	0.08	0.0	0.075	0.0	0.0	0.074	0.0
CPI-CS05426BFFA	IL1 receptor_IL1B	complex:IL1 receptor	simple:P01584		IL1B	True	True	False	curated	False	0.002	0.17	1.239	0.008	0.0	0.01	0.178	1.246	0.016	0.0	0.004	0.173	1.241	0.011	0.0	0.002	0.17	1.238	0.008	0.0	0.006	0.174	1.243	0.013	0.0
CPI-CS008C9D6E5	IL1 receptor inhibitor_IL1B	complex:IL1 receptor inhibitor	simple:P01584		IL1B	True	True	False	curated	False	0.003	0.171	1.24	0.009	0.0	0.01	0.178	1.246	0.016	0.0	0.013	0.181	1.249	0.019	0.0	0.002	0.17	1.238	0.008	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0DEBE7B69	IL1 receptor_IL1RN	complex:IL1 receptor	simple:P18510		IL1RN	True	True	False	curated	False	0.002	0.072	0.087	0.003	0.0	0.01	0.08	0.095	0.011	0.0	0.004	0.074	0.09	0.005	0.0	0.002	0.072	0.087	0.003	0.0	0.006	0.076	0.092	0.007	0.0
CPI-CS085E95BC1	IL1 receptor inhibitor_IL1RN	complex:IL1 receptor inhibitor	simple:P18510		IL1RN	True	True	False	curated	False	0.003	0.073	0.088	0.004	0.0	0.01	0.08	0.095	0.011	0.0	0.013	0.083	0.098	0.014	0.0	0.002	0.072	0.087	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS04CBDE052	IL10 receptor_IL10	complex:IL10 receptor	simple:P22301		IL10	True	True	False	curated	False	0.034	0.0	0.084	0.031	0.034	0.01	0.0	0.06	0.007	0.01	0.072	0.0	0.122	0.069	0.072	0.065	0.0	0.116	0.062	0.065	0.011	0.0	0.061	0.007	0.011
CPI-CS00BF6CD40	IL13 receptor_IL4	complex:IL13 receptor	simple:P05112		IL4	True	True	False	curated	False	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.276	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.053	0.0
CPI-CS0FBBCDD66	IL4 receptor_IL4	complex:IL4 receptor	simple:P05112		IL4	True	True	False	curated	False	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.276	0.0	0.0	0.0	0.0	0.029	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS06E556972	IL15 receptor_IL15	complex:IL15 receptor	simple:P40933		IL15	True	True	False	curated	False	0.031	0.093	0.036	0.059	0.068	0.003	0.064	0.007	0.03	0.039	0.0	0.0	0.0	0.0	0.0	0.002	0.064	0.007	0.03	0.039	0.0	0.0	0.0	0.0	0.0
CPI-CC0B39F327D	IL17 AF_IL17 receptor AC	complex:IL17 AF	complex:IL17 receptor AC			True	False	True	curated	False	0.002	0.074	0.011	0.007	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.073	0.01	0.006	0.006	0.0	0.0	0.0	0.0	0.0
CPI-CS04F158618	IL17 receptor AC_IL17A	complex:IL17 receptor AC	simple:Q16552		IL17A	True	True	False	curated	False	0.007	0.005	0.0	0.004	0.0	0.079	0.076	0.0	0.075	0.0	0.016	0.014	0.0	0.012	0.0	0.012	0.01	0.0	0.008	0.0	0.012	0.01	0.0	0.008	0.0
CPI-CS0558AB6A5	IL17 receptor AC_IL17F	complex:IL17 receptor AC	simple:Q96PD4		IL17F	True	True	False	curated	False	0.002	0.0	0.0	0.001	0.0	0.074	0.0	0.0	0.073	0.0	0.011	0.0	0.0	0.01	0.0	0.007	0.0	0.0	0.006	0.0	0.007	0.0	0.0	0.006	0.0
CPI-CS0BA342294	IL17 receptor AE_IL17C	complex:IL17 receptor AE	simple:Q9P0M4		IL17C	True	True	False	curated	False	0.0	0.015	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.0
CPI-CS09831CCFD	IL18 receptor_IL18	complex:IL18 receptor	simple:Q14116		IL18	True	True	False	curated	False	0.002	0.731	0.193	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.731	0.192	0.005	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0D48BE017	IL2 receptor_HA_IL2	complex:IL2 receptor_HA	simple:P60568		IL2	True	True	False	curated	False	0.01	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0A34112A6	IL2 receptor_I_IL2	complex:IL2 receptor_I	simple:P60568		IL2	True	True	False	curated	False	0.033	0.0	0.0	0.031	0.0	0.004	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09F430F14	NGFR_IL2	simple:P08138	simple:P60568	NGFR	IL2	True	True	False	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0	0.011	0.0
CPI-CS0645666B0	IL20 receptor Type I_IL19	complex:IL20 receptor Type I	simple:Q9UHD0		IL19	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS027CDEA08	NOTCH2_DLL4	simple:Q04721	simple:Q9NR61	NOTCH2	DLL4	False	True	False	curated	False	0.0	0.046	0.0	0.01	0.018	0.0	0.07	0.0	0.033	0.042	0.0	0.058	0.0	0.021	0.03	0.0	0.052	0.0	0.016	0.024	0.0	0.081	0.0	0.044	0.053
CPI-SS012B7C21D	NOTCH1_DLL4	simple:P46531	simple:Q9NR61	NOTCH1	DLL4	False	True	False	curated	False	0.0	0.054	0.0	0.017	0.026	0.0	0.06	0.0	0.024	0.032	0.0	0.065	0.0	0.028	0.037	0.0	0.048	0.0	0.012	0.021	0.0	0.059	0.0	0.023	0.032
CPI-SS00D153A8A	NOTCH4_DLL4	simple:Q99466	simple:Q9NR61	NOTCH4	DLL4	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.045	0.0	0.008	0.017	0.0	0.053	0.0	0.017	0.025	0.0	0.047	0.0	0.011	0.019	0.0	0.0	0.0	0.0	0.0
CPI-SS003C9A532	NOTCH2_DLL3	simple:Q04721	simple:Q9NYJ7	NOTCH2	DLL3	False	True	False	curated	False	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.027	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.0	0.038	0.0
CPI-SS0607D1101	NOTCH1_DLL3	simple:P46531	simple:Q9NYJ7	NOTCH1	DLL3	False	True	False	curated	False	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.0	0.0	0.022	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.017	0.0
CPI-SS09D379E5B	NOTCH4_DLL3	simple:Q99466	simple:Q9NYJ7	NOTCH4	DLL3	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS02770D68F	NOTCH2_JAG2	simple:Q04721	simple:Q9Y219	NOTCH2	JAG2	False	True	False	curated	False	0.0	0.012	0.0	0.003	0.0	0.0	0.036	0.0	0.026	0.0	0.0	0.024	0.0	0.014	0.0	0.0	0.018	0.0	0.009	0.0	0.0	0.047	0.0	0.037	0.0
CPI-SS08C3D27F7	NOTCH1_JAG2	simple:P46531	simple:Q9Y219	NOTCH1	JAG2	False	True	False	curated	False	0.0	0.02	0.0	0.01	0.0	0.0	0.026	0.0	0.017	0.0	0.0	0.031	0.0	0.021	0.0	0.0	0.015	0.0	0.005	0.0	0.0	0.026	0.0	0.016	0.0
CPI-SS05FEE05CB	NOTCH4_JAG2	simple:Q99466	simple:Q9Y219	NOTCH4	JAG2	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.001	0.0	0.0	0.019	0.0	0.009	0.0	0.0	0.013	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C4D54E39	NOTCH3_JAG2	simple:Q9UM47	simple:Q9Y219	NOTCH3	JAG2	False	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.001	0.0	0.0	0.02	0.0	0.011	0.0
CPI-SS0B42AD9EF	NOTCH1_WNT4	simple:P46531	simple:P56705	NOTCH1	WNT4	True	True	False	I2D	False	0.0	0.014	0.0	0.011	0.036	0.0	0.021	0.0	0.018	0.043	0.0	0.025	0.0	0.022	0.047	0.0	0.009	0.0	0.006	0.031	0.0	0.02	0.0	0.017	0.042
CPI-SS0FA326344	FZD6_WNT4	simple:O60353	simple:P56705	FZD6	WNT4	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.0	0.024	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.0	0.008	0.033	0.0	0.0	0.0	0.0	0.0
CPI-SS0B87FE6E0	NOTCH1_JAG1	simple:P46531	simple:P78504	NOTCH1	JAG1	False	True	False	curated	False	0.0	0.337	0.013	0.012	0.021	0.0	0.344	0.02	0.018	0.027	0.0	0.348	0.024	0.023	0.032	0.0	0.332	0.008	0.007	0.015	0.0	0.343	0.019	0.018	0.026
CPI-SS01A07768A	CD46_JAG1	simple:P15529	simple:P78504	CD46	JAG1	False	True	False	curated	False	0.0	0.352	0.028	0.027	0.035	0.0	0.66	0.336	0.335	0.343	0.0	0.367	0.043	0.042	0.05	0.0	0.402	0.078	0.077	0.085	0.0	0.454	0.13	0.128	0.137
CPI-SS0E5AF12B6	NOTCH1_NOV	simple:P46531	simple:P48745	NOTCH1	NOV	True	True	False	I2D,InnateDB-All	False	0.0	0.015	0.011	0.01	0.026	0.0	0.022	0.018	0.017	0.032	0.0	0.026	0.022	0.021	0.037	0.0	0.01	0.006	0.005	0.021	0.0	0.021	0.017	0.016	0.032
CPI-CS0A8A0A053	IL22 receptor_IL22	complex:IL22 receptor	simple:Q9GZX6		IL22	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.202	0.202	0.0	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0317FAF76	IL26 receptor_IL26	complex:IL26 receptor	simple:Q9NPH9		IL26	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC09BCDA08E	IL27_IL27 receptor	complex:IL27	complex:IL27 receptor			True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.027	0.006	0.008	0.026	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0C59AF029	IL33 receptor_IL33	complex:IL33 receptor	simple:O95760		IL33	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CC0C3ECBD1F	IL35_IL35 receptor	complex:IL35	complex:IL35 receptor			True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS063AE1C91	IL6 receptor_IL6	complex:IL6 receptor	simple:P05231		IL6	True	True	False	curated	False	0.0	0.0	0.129	0.026	0.049	0.0	0.0	0.188	0.086	0.108	0.0	0.0	0.115	0.013	0.036	0.0	0.0	0.12	0.018	0.04	0.0	0.0	0.111	0.009	0.032
CPI-CS0AB9C7139	IL7 receptor_IL7	complex:IL7 receptor	simple:P13232		IL7	True	True	False	curated	False	0.136	0.159	0.137	0.132	0.225	0.012	0.035	0.014	0.009	0.101	0.068	0.091	0.07	0.065	0.158	0.01	0.033	0.012	0.007	0.1	0.0	0.0	0.0	0.0	0.0
CPI-CS0E661878B	LIFR_OSM	complex:LIFR	simple:P13725		OSM	True	True	False	curated	False	0.005	0.0	0.09	0.004	0.0	0.007	0.0	0.092	0.006	0.0	0.006	0.0	0.091	0.005	0.0	0.005	0.0	0.09	0.004	0.0	0.068	0.0	0.153	0.067	0.0
CPI-CS06D50EBF8	OSMR_OSM	complex:OSMR	simple:P13725		OSM	True	True	False	curated	False	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.097	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.091	0.005	0.0	0.068	0.0	0.153	0.067	0.0
CPI-CS07B61574B	LIFR_LIF	complex:LIFR	simple:P15018		LIF	True	True	False	curated	False	0.001	0.068	0.002	0.001	0.0	0.003	0.07	0.003	0.003	0.0	0.002	0.069	0.002	0.002	0.0	0.001	0.068	0.002	0.001	0.0	0.064	0.131	0.064	0.064	0.0
CPI-SS0B7BC0E4D	CCL24_CCR2	simple:O00175	simple:P41597	CCL24	CCR2	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.007	0.017	0.0	0.002	0.0	0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS093922D5A	CCL16_CCR2	simple:O15467	simple:P41597	CCL16	CCR2	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.002	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CF0E4DE9	CCL2_CCR2	simple:P13500	simple:P41597	CCL2	CCR2	True	False	True	curated	False	0.003	0.0	0.004	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.0	0.068	0.078	0.0	0.019	0.0	0.019	0.029	0.0	7.185	0.0	7.185	7.195	0.0
CPI-SS0348B76E5	CCL16_CCR1	simple:O15467	simple:P32246	CCL16	CCR1	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.003	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08DA48A5A	CCL3_CCR1	simple:P10147	simple:P32246	CCL3	CCR1	True	False	True	curated	False	0.0	0.0	0.053	0.006	0.009	0.0	0.0	0.051	0.004	0.007	0.0	0.0	3.812	3.766	3.769	0.0	0.0	0.572	0.525	0.528	0.0	0.0	0.0	0.0	0.0
CPI-SS0A021DB6E	CCL5_CCR1	simple:P13501	simple:P32246	CCL5	CCR1	True	False	True	curated	False	0.0	0.0	0.227	0.18	0.183	0.0	0.0	0.069	0.022	0.025	0.0	0.0	0.076	0.029	0.032	0.0	0.0	0.118	0.072	0.075	0.0	0.0	0.075	0.029	0.032
CPI-SS0817CE2B3	CCL3L1_CCR1	simple:P16619	simple:P32246	CCL3L1	CCR1	True	False	True	curated	False	0.0	0.0	0.05	0.004	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.098	0.101	0.0	0.0	0.051	0.004	0.007	0.0	0.0	0.0	0.0	0.0
CPI-SS0817CE2B3	CCL3L3_CCR1	simple:P16619	simple:P32246	CCL3L3	CCR1	True	False	True	curated	False	0.0	0.0	0.05	0.004	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.145	0.098	0.101	0.0	0.0	0.051	0.004	0.007	0.0	0.0	0.0	0.0	0.0
CPI-SS08B249DBA	CCL2_CCR10	simple:P13500	simple:P46092	CCL2	CCR10	True	False	True	I2D	False	0.003	0.004	0.0	0.238	0.0	0.0	0.0	0.0	0.0	0.0	0.067	0.068	0.0	0.302	0.0	0.018	0.019	0.0	0.253	0.0	7.185	7.185	0.0	7.42	0.0
CPI-SS0F3BF2B34	CCL5_ACKR4	simple:P13501	simple:Q9NPB9	CCL5	ACKR4	True	False	True	I2D	False	0.0	0.212	0.0	0.0	0.0	0.0	0.053	0.0	0.0	0.0	0.0	0.061	0.0	0.0	0.0	0.0	0.103	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0
CPI-SS0CB2E8B21	CCL11_ACKR4	simple:P51671	simple:Q9NPB9	CCL11	ACKR4	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.041	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	7.297	0.0	0.0	0.0
CPI-SS0ECD9BB5E	CCL21_ACKR4	simple:O00585	simple:Q9NPB9	CCL21	ACKR4	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CCD89E02	CCL25_ACKR4	simple:O15444	simple:Q9NPB9	CCL25	ACKR4	True	False	True	curated	False	0.0	0.034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS083B5EBAB	CXCL13_ACKR4	simple:O43927	simple:Q9NPB9	CXCL13	ACKR4	True	False	True	curated	False	0.0	0.188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS00AEC3818	CCL19_ACKR4	simple:Q99731	simple:Q9NPB9	CCL19	ACKR4	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.0	0.0	0.039	0.0	0.0	0.0
CPI-SS0EA05941A	CCL5_CCR4	simple:P13501	simple:P51679	CCL5	CCR4	True	False	True	curated	False	0.181	0.0	0.0	0.178	0.0	0.022	0.0	0.0	0.02	0.0	0.029	0.0	0.0	0.027	0.0	0.072	0.0	0.0	0.07	0.0	0.029	0.0	0.0	0.026	0.0
CPI-SS052B38F1C	CCL22_CCR4	simple:O00626	simple:P51679	CCL22	CCR4	True	False	True	curated	False	0.003	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.005	0.0	0.007	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04641FE5F	CCL3L1_DPP4	simple:P16619	simple:P27487	CCL3L1	DPP4	True	False	True	I2D	False	0.005	0.172	0.003	0.002	0.017	0.0	0.0	0.0	0.0	0.0	0.1	0.266	0.097	0.096	0.111	0.006	0.172	0.003	0.002	0.018	0.0	0.0	0.0	0.0	0.0
CPI-SS04641FE5F	CCL3L3_DPP4	simple:P16619	simple:P27487	CCL3L3	DPP4	True	False	True	I2D	False	0.005	0.172	0.003	0.002	0.017	0.0	0.0	0.0	0.0	0.0	0.1	0.266	0.097	0.096	0.111	0.006	0.172	0.003	0.002	0.018	0.0	0.0	0.0	0.0	0.0
CPI-SS006FB5198	GCG_DPP4	simple:P01275	simple:P27487	GCG	DPP4	True	False	True	InnateDB-All,MINT	False	0.0	0.0	0.0	0.0	0.0	0.009	0.176	0.007	0.006	0.021	0.005	0.171	0.002	0.002	0.017	0.005	0.171	0.002	0.001	0.016	0.0	0.0	0.0	0.0	0.0
CPI-SS0AEC33FF1	CCL22_DPP4	simple:O00626	simple:P27487	CCL22	DPP4	True	False	True	curated	False	0.005	0.171	0.002	0.002	0.017	0.0	0.0	0.0	0.0	0.0	0.009	0.175	0.006	0.005	0.02	0.009	0.175	0.006	0.005	0.02	0.0	0.0	0.0	0.0	0.0
CPI-SS0CC738ABC	CXCL11_DPP4	simple:O14625	simple:P27487	CXCL11	DPP4	True	False	True	curated	False	0.004	0.171	0.002	0.001	0.016	0.322	0.488	0.319	0.318	0.333	0.0	0.0	0.0	0.0	0.0	0.005	0.171	0.002	0.002	0.017	0.0	0.0	0.0	0.0	0.0
CPI-SS0FDAB7BA8	CXCL10_DPP4	simple:P02778	simple:P27487	CXCL10	DPP4	True	False	True	curated	False	0.004	0.171	0.002	0.001	0.016	0.382	0.548	0.379	0.378	0.394	0.176	0.343	0.174	0.173	0.188	0.054	0.22	0.051	0.05	0.065	0.062	0.228	0.059	0.059	0.074
CPI-SS0FAE7ABEF	PYY_DPP4	simple:P10082	simple:P27487	PYY	DPP4	True	False	True	InnateDB-All,MINT	False	0.0	0.0	0.0	0.0	0.0	0.008	0.175	0.006	0.005	0.02	0.005	0.171	0.002	0.002	0.017	0.009	0.175	0.006	0.006	0.021	0.0	0.0	0.0	0.0	0.0
CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	CXCL2	DPP4	True	False	True	curated	False	0.005	0.171	0.002	0.002	0.017	1.444	1.61	1.441	1.441	1.456	1.045	1.211	1.042	1.041	1.057	0.02	0.186	0.017	0.017	0.032	0.12	0.286	0.117	0.116	0.132
CPI-SS01A6823FA	PF4_CXCR3	simple:P02776	simple:P49682	PF4	CXCR3	True	False	True	curated	False	0.027	0.039	0.002	0.039	0.0	0.184	0.195	0.158	0.196	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.039	0.002	0.039	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09FAC4977	CXCL11_CXCR3	simple:O14625	simple:P49682	CXCL11	CXCR3	True	False	True	curated	False	0.027	0.039	0.002	0.039	0.0	0.345	0.356	0.319	0.356	0.0	0.0	0.0	0.0	0.0	0.0	0.028	0.039	0.002	0.039	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS080683E15	CXCL10_CXCR3	simple:P02778	simple:P49682	CXCL10	CXCR3	True	False	True	curated	False	0.027	0.039	0.002	0.039	0.0	0.405	0.416	0.379	0.416	0.0	0.199	0.211	0.174	0.211	0.0	0.077	0.088	0.051	0.088	0.0	0.085	0.096	0.059	0.096	0.0
CPI-SS0EFE0B07A	CXCL12_CXCR3	simple:P48061	simple:P49682	CXCL12	CXCR3	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.072	0.084	0.047	0.084	0.0	0.028	0.04	0.003	0.04	0.0	0.774	0.786	0.749	0.786	0.0
